Time,x_rot,y_rot,z_rot,rot_angle,speed,x_pos,z_pos,y_pos
0.0,0,1,0,1.5737,0,120.0,0,-100.0
0.02,0,1,0.0,1.5737,0.0,120.0,0.0,-100.0
0.04,0,1,0.0,1.5737,0.12,120.0,0.0,-100.0
0.06,0,1,0.0,1.5736,0.24,120.01,0.0,-100.0
0.08,0,1,0.0,1.5736,0.36,120.01,0.0,-100.0
0.1,0,1,0.0,1.5735,0.48,120.02,0.0,-100.0
0.12,0,1,0.0,1.5735,0.6,120.04,0.0,-100.0
0.14,0,1,0.0,1.5734,0.72,120.05,0.0,-100.0
0.16,0,1,0.0,1.5733,0.84,120.07,0.0,-100.0
0.18,0,1,0.0,1.5732,0.96,120.09,0.0,-100.0
0.2,0,1,0.0,1.5732,1.08,120.11,0.0,-100.0
0.22,0,1,0.0,1.5731,1.2,120.13,0.0,-100.0
0.24,0,1,0.0,1.573,1.32,120.16,0.0,-100.0
0.26,0,1,0.0,1.5729,1.44,120.19,0.0,-100.0
0.28,0,1,0.0,1.5728,1.56,120.22,0.0,-100.0
0.3,0,1,0.0,1.5727,1.68,120.25,0.0,-100.0
0.32,0,1,0.0,1.5726,1.8,120.29,0.0,-100.0
0.34,0,1,0.0,1.5725,1.92,120.33,0.0,-100.0
0.36,0,1,0.0,1.5724,2.04,120.37,0.0,-100.0
0.38,0,1,0.0,1.5723,2.16,120.41,0.0,-100.0
0.4,0,1,0.0,1.5722,2.28,120.46,0.0,-100.0
0.42,0,1,0.0,1.5721,2.4,120.5,0.0,-100.0
0.44,0,1,0.0,1.5721,2.52,120.55,0.0,-100.0
0.46,0,1,0.0,1.572,2.64,120.61,0.0,-100.0
0.48,0,1,0.0,1.5719,2.76,120.66,0.0,-100.0
0.5,0,1,0.0,1.5718,2.88,120.72,0.0,-100.0
0.52,0,1,0.0,1.5717,3.0,120.78,0.0,-100.0
0.54,0,1,0.0,1.5717,3.12,120.84,0.0,-100.0
0.56,0,1,0.0,1.5716,3.22,120.91,0.0,-100.0
0.58,0,1,0.0,1.5715,3.32,120.97,0.0,-100.0
0.6,0,1,0.0,1.5715,3.42,121.04,0.0,-100.0
0.62,0,1,0.0,1.5714,3.52,121.11,0.0,-100.0
0.64,0,1,0.0,1.5713,3.62,121.18,0.0,-100.0
0.66,0,1,0.0,1.5713,3.72,121.26,0.0,-100.0
0.68,0,1,0.0,1.5712,3.82,121.34,0.0,-100.0
0.7,0,1,0.0,1.5712,3.92,121.41,0.0,-100.0
0.72,0,1,0.0,1.5711,4.02,121.49,0.0,-100.0
0.74,0,1,0.0,1.5711,4.12,121.58,0.0,-100.0
0.76,0,1,0.0,1.571,4.22,121.66,0.0,-100.0
0.78,0,1,0.0,1.571,4.32,121.75,0.0,-100.0
0.8,0,1,0.0,1.571,4.42,121.84,0.0,-100.0
0.82,0,1,0.0,1.5709,4.52,121.93,0.0,-100.0
0.84,0,1,0.0,1.5709,4.62,122.02,0.0,-100.0
0.86,0,1,0.0,1.5709,4.72,122.11,0.0,-100.0
0.88,0,1,0.0,1.5708,4.82,122.21,0.0,-100.0
0.9,0,1,0.0,1.5708,4.92,122.31,0.0,-100.0
0.92,0,1,0.0,1.5708,5.02,122.41,0.0,-100.0
0.94,0,1,0.0,1.5707,5.12,122.51,0.0,-100.0
0.96,0,1,0.0,1.5707,5.22,122.61,0.0,-100.0
0.98,0,1,0.0,1.5707,5.32,122.72,0.0,-100.0
1.0,0,1,0.0,1.5707,5.42,122.83,0.0,-100.0
1.02,0,1,0.0,1.5707,5.52,122.94,0.0,-100.0
1.04,0,1,0.0,1.5707,5.62,123.05,0.0,-100.0
1.06,0,1,0.0,1.5706,5.72,123.17,0.0,-100.0
1.08,0,1,0.0,1.5706,5.82,123.28,0.0,-100.0
1.1,0,1,0.0,1.5706,5.92,123.4,0.0,-100.0
1.12,0,1,0.0,1.5706,6.02,123.52,0.0,-100.0
1.14,0,1,0.0,1.5706,6.12,123.64,0.0,-100.0
1.16,0,1,0.0,1.5706,6.196,123.77,0.0,-100.0
1.18,0,1,0.0,1.5706,6.272,123.89,0.0,-100.0
1.2,0,1,0.0,1.5706,6.348,124.02,0.0,-100.0
1.22,0,1,0.0,1.5706,6.424,124.15,0.0,-100.0
1.24,0,1,0.0,1.5706,6.5,124.28,0.0,-100.0
1.26,0,1,0.0,1.5706,6.576,124.41,0.0,-100.0
1.28,0,1,0.0,1.5706,6.652,124.54,0.0,-100.0
1.3,0,1,0.0,1.5706,6.728,124.68,0.0,-100.0
1.32,0,1,0.0,1.5706,6.804,124.81,0.0,-100.0
1.34,0,1,0.0,1.5706,6.88,124.95,0.0,-100.0
1.36,0,1,0.0,1.5706,6.956,125.09,0.0,-100.0
1.38,0,1,0.0,1.5706,7.032,125.23,0.0,-100.0
1.4,0,1,0.0,1.5706,7.108,125.37,0.0,-100.0
1.42,0,1,0.0,1.5706,7.184,125.52,0.0,-100.0
1.44,0,1,0.0,1.5706,7.26,125.66,0.0,-100.0
1.46,0,1,0.0,1.5706,7.336,125.81,0.0,-100.0
1.48,0,1,0.0,1.5706,7.412,125.96,0.0,-100.0
1.5,0,1,0.0,1.5706,7.488,126.11,0.0,-100.0
1.52,0,1,0.0,1.5706,7.564,126.26,0.0,-100.0
1.54,0,1,0.0,1.5706,7.64,126.41,0.0,-100.0
1.56,0,1,0.0,1.5706,7.716,126.57,0.0,-100.0
1.58,0,1,0.0,1.5706,7.792,126.72,0.0,-100.0
1.6,0,1,0.0,1.5706,7.868,126.88,0.0,-100.0
1.62,0,1,0.0,1.5706,7.944,127.04,0.0,-100.0
1.64,0,1,0.0,1.5706,8.02,127.2,0.0,-100.0
1.66,0,1,0.0,1.5706,8.096,127.36,0.0,-100.0
1.68,0,1,0.0,1.5706,8.172,127.52,0.0,-100.0
1.7,0,1,0.0,1.5706,8.248,127.69,0.0,-100.0
1.72,0,1,0.0,1.5706,8.324,127.86,0.0,-100.0
1.74,0,1,0.0,1.5706,8.4,128.02,0.0,-100.0
1.76,0,1,0.0,1.5706,8.476,128.19,0.0,-100.0
1.78,0,1,0.0,1.5706,8.552,128.36,0.0,-100.0
1.8,0,1,0.0,1.5706,8.628,128.54,0.0,-100.0
1.82,0,1,0.0,1.5707,8.704,128.71,0.0,-100.0
1.84,0,1,0.0,1.5707,8.78,128.89,0.0,-100.0
1.86,0,1,0.0,1.5707,8.856,129.06,0.0,-100.0
1.88,0,1,0.0,1.5707,8.932,129.24,0.0,-100.0
1.9,0,1,0.0,1.5707,9.008,129.42,0.0,-100.0
1.92,0,1,0.0,1.5707,9.084,129.6,0.0,-100.0
1.94,0,1,0.0,1.5707,9.144,129.79,0.0,-100.0
1.96,0,1,0.0,1.5707,9.204,129.97,0.0,-100.0
1.98,0,1,0.0,1.5707,9.264,130.16,0.0,-100.0
2.0,0,1,0.0,1.5707,9.324,130.34,0.0,-100.0
2.02,0,1,0.0,1.5707,9.384,130.53,0.0,-100.0
2.04,0,1,0.0,1.5707,9.444,130.72,0.0,-100.0
2.06,0,1,0.0,1.5707,9.504,130.91,0.0,-100.0
2.08,0,1,0.0,1.5707,9.564,131.1,0.0,-100.0
2.1,0,1,0.0,1.5707,9.624,131.29,0.0,-100.0
2.12,0,1,0.0,1.5707,9.684,131.49,0.0,-100.0
2.14,0,1,0.0,1.5707,9.744,131.68,0.0,-100.0
2.16,0,1,0.0,1.5707,9.804,131.88,0.0,-100.0
2.18,0,1,0.0,1.5707,9.864,132.07,0.0,-100.0
2.2,0,1,0.0,1.5707,9.924,132.27,0.0,-100.0
2.22,0,1,0.0,1.5707,9.984,132.47,0.0,-100.0
2.24,0,1,0.0,1.5707,10.044,132.67,0.0,-100.0
2.26,0,1,0.0,1.5707,10.104,132.88,0.0,-100.0
2.28,0,1,0.0,1.5707,10.164,133.08,0.0,-100.0
2.3,0,1,0.0,1.5707,10.224,133.28,0.0,-100.0
2.32,0,1,0.0,1.5707,10.284,133.49,0.0,-100.0
2.34,0,1,0.0,1.5707,10.344,133.7,0.0,-100.0
2.36,0,1,0.0,1.5707,10.404,133.9,0.0,-100.0
2.38,0,1,0.0,1.5708,10.464,134.11,0.0,-100.0
2.4,0,1,0.0,1.5708,10.524,134.32,0.0,-100.0
2.42,0,1,0.0,1.5708,10.584,134.54,0.0,-100.0
2.44,0,1,0.0,1.5708,10.644,134.75,0.0,-100.0
2.46,0,1,0.0,1.5708,10.704,134.96,0.0,-100.0
2.48,0,1,0.0,1.5708,10.764,135.18,0.0,-100.0
2.5,0,1,0.0,1.5708,10.824,135.39,0.0,-100.0
2.52,0,1,0.0,1.5708,10.884,135.61,0.0,-100.0
2.54,0,1,0.0,1.5708,10.944,135.83,0.0,-100.0
2.56,0,1,0.0,1.5708,11.004,136.05,0.0,-100.0
2.58,0,1,0.0,1.5708,11.064,136.27,0.0,-100.0
2.6,0,1,0.0,1.5708,11.124,136.49,0.0,-100.0
2.62,0,1,0.0,1.5708,11.184,136.72,0.0,-100.0
2.64,0,1,0.0,1.5708,11.244,136.94,0.0,-100.0
2.66,0,1,0.0,1.5708,11.304,137.17,0.0,-100.0
2.68,0,1,0.0,1.5708,11.364,137.4,0.0,-100.0
2.7,0,1,0.0,1.5708,11.424,137.63,0.0,-100.0
2.72,0,1,0.0,1.5708,11.484,137.85,0.0,-100.0
2.74,0,1,0.0,1.5708,11.544,138.09,0.0,-100.0
2.76,0,1,0.0,1.5708,11.604,138.32,0.0,-100.0
2.78,0,1,0.0,1.5708,11.664,138.55,0.0,-100.0
2.8,0,1,0.0,1.5708,11.724,138.79,0.0,-100.0
2.82,0,1,0.0,1.5708,11.784,139.02,0.0,-100.0
2.84,0,1,0.0,1.5708,11.844,139.26,0.0,-100.0
2.86,0,1,0.0,1.5708,11.904,139.5,0.0,-100.0
2.88,0,1,0.0,1.5708,11.964,139.74,0.0,-100.0
2.9,0,1,0.0,1.5708,12.024,139.98,0.0,-100.0
2.92,0,1,0.0,1.5708,12.084,140.22,0.0,-100.0
2.94,0,1,0.0,1.5708,12.128,140.46,0.0,-100.0
2.96,0,1,0.0,1.5708,12.172,140.7,0.0,-100.0
2.98,0,1,0.0,1.5708,12.216,140.95,0.0,-100.0
3.0,0,1,0.0,1.5708,12.26,141.19,0.0,-100.0
3.02,0,1,0.0,1.5708,12.304,141.44,0.0,-100.0
3.04,0,1,0.0,1.5708,12.348,141.69,0.0,-100.0
3.06,0,1,0.0,1.5708,12.392,141.93,0.0,-100.0
3.08,0,1,0.0,1.5708,12.436,142.18,0.0,-100.0
3.1,0,1,0.0,1.5708,12.48,142.43,0.0,-100.0
3.12,0,1,0.0,1.5708,12.524,142.68,0.0,-100.0
3.14,0,1,0.0,1.5708,12.568,142.93,0.0,-100.0
3.16,0,1,0.0,1.5708,12.612,143.19,0.0,-100.0
3.18,0,1,0.0,1.5708,12.656,143.44,0.0,-100.0
3.2,0,1,0.0,1.5708,12.7,143.69,0.0,-100.0
3.22,0,1,0.0,1.5708,12.744,143.95,0.0,-100.0
3.24,0,1,0.0,1.5708,12.788,144.2,0.0,-100.0
3.26,0,1,0.0,1.5708,12.832,144.46,0.0,-100.0
3.28,0,1,0.0,1.5708,12.876,144.72,0.0,-100.0
3.3,0,1,0.0,1.5708,12.92,144.98,0.0,-100.0
3.32,0,1,0.0,1.5708,12.964,145.24,0.0,-100.0
3.34,0,1,0.0,1.5708,13.008,145.5,0.0,-100.0
3.36,0,1,0.0,1.5708,13.052,145.76,0.0,-100.0
3.38,0,1,0.0,1.5708,13.096,146.02,0.0,-100.0
3.4,0,1,0.0,1.5708,13.14,146.28,0.0,-100.0
3.42,0,1,0.0,1.5708,13.184,146.55,0.0,-100.0
3.44,0,1,0.0,1.5708,13.228,146.81,0.0,-100.0
3.46,0,1,0.0,1.5708,13.272,147.08,0.0,-100.0
3.48,0,1,0.0,1.5708,13.316,147.34,0.0,-100.0
3.5,0,1,0.0,1.5708,13.36,147.61,0.0,-100.0
3.52,0,1,0.0,1.5708,13.404,147.88,0.0,-100.0
3.54,0,1,0.0,1.5708,13.448,148.15,0.0,-100.0
3.56,0,1,0.0,1.5708,13.492,148.42,0.0,-100.0
3.58,0,1,0.0,1.5708,13.536,148.69,0.0,-100.0
3.6,0,1,0.0,1.5708,13.58,148.96,0.0,-100.0
3.62,0,1,0.0,1.5708,13.624,149.23,0.0,-100.0
3.64,0,1,0.0,1.5708,13.668,149.5,0.0,-100.0
3.66,0,1,0.0,1.5708,13.712,149.78,0.0,-100.0
3.68,0,1,0.0,1.5708,13.756,150.05,0.0,-100.0
3.7,0,1,0.0,1.5708,13.8,150.33,0.0,-100.0
3.72,0,1,0.0,1.5708,13.844,150.61,0.0,-100.0
3.74,0,1,0.0,1.5708,13.888,150.88,0.0,-100.0
3.76,0,1,0.0,1.5708,13.932,151.16,0.0,-100.0
3.78,0,1,0.0,1.5708,13.976,151.44,0.0,-100.0
3.8,0,1,0.0,1.5708,14.02,151.72,0.0,-100.0
3.82,0,1,0.0,1.5708,14.064,152.0,0.0,-100.0
3.84,0,1,0.0,1.5708,14.092,152.29,0.0,-100.0
3.86,0,1,0.0,1.5708,14.12,152.57,0.0,-100.0
3.88,0,1,0.0,1.5708,14.148,152.85,0.0,-100.0
3.9,0,1,0.0,1.5708,14.176,153.13,0.0,-100.0
3.92,0,1,0.0,1.5708,14.204,153.42,0.0,-100.0
3.94,0,1,0.0,1.5708,14.232,153.7,0.0,-100.0
3.96,0,1,0.0,1.5708,14.26,153.99,0.0,-100.0
3.98,0,1,0.0,1.5708,14.288,154.27,0.0,-100.0
4.0,0,1,0.0,1.5708,14.316,154.56,0.0,-100.0
4.02,0,1,0.0,1.5708,14.344,154.85,0.0,-100.0
4.04,0,1,0.0,1.5708,14.372,155.14,0.0,-100.0
4.06,0,1,0.0,1.5708,14.4,155.42,0.0,-100.0
4.08,0,1,0.0,1.5708,14.428,155.71,0.0,-100.0
4.1,0,1,0.0,1.5708,14.456,156.0,0.0,-100.0
4.12,0,1,0.0,1.5708,14.484,156.29,0.0,-100.0
4.14,0,1,0.0,1.5708,14.512,156.58,0.0,-100.0
4.16,0,1,0.0,1.5708,14.54,156.87,0.0,-100.0
4.18,0,1,0.0,1.5708,14.568,157.16,0.0,-100.0
4.2,0,1,0.0,1.5708,14.596,157.45,0.0,-100.0
4.22,0,1,0.0,1.5708,14.624,157.75,0.0,-100.0
4.24,0,1,0.0,1.5708,14.652,158.04,0.0,-100.0
4.26,0,1,0.0,1.5708,14.68,158.33,0.0,-100.0
4.28,0,1,0.0,1.5708,14.708,158.63,0.0,-100.0
4.3,0,1,0.0,1.5708,14.736,158.92,0.0,-100.0
4.32,0,1,0.0,1.5708,14.764,159.22,0.0,-100.0
4.34,0,1,0.0,1.5708,14.792,159.51,0.0,-100.0
4.36,0,1,0.0,1.5708,14.82,159.81,0.0,-100.0
4.38,0,1,0.0,1.5708,14.848,160.11,0.0,-100.0
4.4,0,1,0.0,1.5708,14.876,160.4,0.0,-100.0
4.42,0,1,0.0,1.5708,14.904,160.7,0.0,-100.0
4.44,0,1,0.0,1.5708,14.932,161.0,0.0,-100.0
4.46,0,1,0.0,1.5708,14.96,161.3,0.0,-100.0
4.48,0,1,0.0,1.5708,14.988,161.6,0.0,-100.0
4.5,0,1,0.0,1.5708,15.016,161.9,0.0,-100.0
4.52,0,1,0.0,1.5708,15.044,162.2,0.0,-100.0
4.54,0,1,0.0,1.5708,15.072,162.5,0.0,-100.0
4.56,0,1,0.0,1.5708,15.1,162.81,0.0,-100.0
4.58,0,1,0.0,1.5708,15.128,163.11,0.0,-100.0
4.6,0,1,0.0,1.5708,15.156,163.41,0.0,-100.0
4.62,0,1,0.0,1.5708,15.184,163.71,0.0,-100.0
4.64,0,1,0.0,1.5708,15.212,164.02,0.0,-100.0
4.66,0,1,0.0,1.5708,15.24,164.32,0.0,-100.0
4.68,0,1,0.0,1.5708,15.268,164.63,0.0,-100.0
4.7,0,1,0.0,1.5708,15.296,164.93,0.0,-100.0
4.72,0,1,0.0,1.5708,15.324,165.24,0.0,-100.0
4.74,0,1,0.0,1.5708,15.352,165.55,0.0,-100.0
4.76,0,1,0.0,1.5708,15.38,165.86,0.0,-100.0
4.78,0,1,0.0,1.5708,15.408,166.16,0.0,-100.0
4.8,0,1,0.0,1.5708,15.436,166.47,0.0,-100.0
4.82,0,1,0.0,1.5708,15.464,166.78,0.0,-100.0
4.84,0,1,0.0,1.5708,15.492,167.09,0.0,-100.0
4.86,0,1,0.0,1.5708,15.52,167.4,0.0,-100.0
4.88,0,1,0.0,1.5708,15.548,167.71,0.0,-100.0
4.9,0,1,0.0,1.5708,15.576,168.02,0.0,-100.0
4.92,0,1,0.0,1.5708,15.604,168.34,0.0,-100.0
4.94,0,1,0.0,1.5708,15.632,168.65,0.0,-100.0
4.96,0,1,0.0,1.5708,15.66,168.96,0.0,-100.0
4.98,0,1,0.0,1.5708,15.688,169.28,0.0,-100.0
5.0,0,1,0.0,1.5708,15.716,169.59,0.0,-100.0
5.02,0,1,0.0,1.5708,15.744,169.91,0.0,-100.0
5.04,0,1,0.0,1.5708,15.772,170.22,0.0,-100.0
5.06,0,1,0.0,1.5708,15.8,170.54,0.0,-100.0
5.08,0,1,0.0,1.5708,15.828,170.85,0.0,-100.0
5.1,0,1,0.0,1.5708,15.856,171.17,0.0,-100.0
5.12,0,1,0.0,1.5708,15.884,171.49,0.0,-100.0
5.14,0,1,0.0,1.5708,15.912,171.81,0.0,-100.0
5.16,0,1,0.0,1.5708,15.94,172.13,0.0,-100.0
5.18,0,1,0.0,1.5708,15.968,172.44,0.0,-100.0
5.2,0,1,0.0,1.5708,15.996,172.76,0.0,-100.0
5.22,0,1,0.0,1.5708,16.024,173.09,0.0,-100.0
5.24,0,1,0.0,1.5708,16.052,173.41,0.0,-100.0
5.26,0,1,0.0,1.5708,16.08,173.73,0.0,-100.0
5.28,0,1,0.0,1.5708,16.108,174.05,0.0,-100.0
5.3,0,1,0.0,1.5708,16.136,174.37,0.0,-100.0
5.32,0,1,0.0,1.5708,16.164,174.7,0.0,-100.0
5.34,0,1,0.0,1.5708,16.192,175.02,0.0,-100.0
5.36,0,1,0.0,1.5708,16.22,175.34,0.0,-100.0
5.38,0,1,0.0,1.5708,16.248,175.67,0.0,-100.0
5.4,0,1,0.0,1.5708,16.276,175.99,0.0,-100.0
5.42,0,1,0.0,1.5708,16.304,176.32,0.0,-100.0
5.44,0,1,0.0,1.5708,16.332,176.65,0.0,-100.0
5.46,0,1,0.0,1.5708,16.36,176.97,0.0,-100.0
5.48,0,1,0.0,1.5708,16.388,177.3,0.0,-100.0
5.5,0,1,0.0,1.5708,16.416,177.63,0.0,-100.0
5.52,0,1,0.0,1.5708,16.444,177.96,0.0,-100.0
5.54,0,1,0.0,1.5708,16.472,178.29,0.0,-100.0
5.56,0,1,0.0,1.5708,16.5,178.62,0.0,-100.0
5.58,0,1,0.0,1.5708,16.528,178.95,0.0,-100.0
5.6,0,1,0.0,1.5708,16.556,179.28,0.0,-100.0
5.62,0,1,0.0,1.5708,16.584,179.61,0.0,-100.0
5.64,0,1,0.0,1.5708,16.612,179.94,0.0,-100.0
5.66,0,1,0.0,1.5708,16.64,180.28,0.0,-100.0
5.68,0,1,0.0,1.5708,16.668,180.61,0.0,-100.0
5.7,0,1,0.0,1.5708,16.696,180.94,0.0,-100.0
5.72,0,1,0.0,1.5708,16.724,181.28,0.0,-100.0
5.74,0,1,0.0,1.5708,16.752,181.61,0.0,-100.0
5.76,0,1,0.0,1.5708,16.78,181.95,0.0,-100.0
5.78,0,1,0.0,1.5708,16.808,182.29,0.0,-100.0
5.8,0,1,0.0,1.5708,16.836,182.62,0.0,-100.0
5.82,0,1,0.0,1.5708,16.864,182.96,0.0,-100.0
5.84,0,1,0.0,1.5708,16.892,183.3,0.0,-100.0
5.86,0,1,0.0,1.5708,16.92,183.64,0.0,-100.0
5.88,0,1,0.0,1.5708,16.948,183.98,0.0,-100.0
5.9,0,1,0.0,1.5708,16.976,184.31,0.0,-100.0
5.92,0,1,0.0,1.5708,17.004,184.65,0.0,-100.0
5.94,0,1,0.0,1.5708,17.032,185.0,0.0,-100.0
5.96,0,1,0.0,1.5708,17.06,185.34,0.0,-100.0
5.98,0,1,0.0,1.5708,17.088,185.68,0.0,-100.0
6.0,0,1,0.0,1.5708,17.116,186.02,0.0,-100.0
6.02,0,1,0.0,1.5708,17.144,186.36,0.0,-100.0
6.04,0,1,0.0,1.5708,17.172,186.71,0.0,-100.0
6.06,0,1,0.0,1.5708,17.2,187.05,0.0,-100.0
6.08,0,1,0.0,1.5708,17.228,187.4,0.0,-100.0
6.1,0,1,0.0,1.5708,17.256,187.74,0.0,-100.0
6.12,0,1,0.0,1.5708,17.284,188.09,0.0,-100.0
6.14,0,1,0.0,1.5708,17.312,188.43,0.0,-100.0
6.16,0,1,0.0,1.5708,17.34,188.78,0.0,-100.0
6.18,0,1,0.0,1.5708,17.368,189.13,0.0,-100.0
6.2,0,1,0.0,1.5708,17.396,189.47,0.0,-100.0
6.22,0,1,0.0,1.5708,17.424,189.82,0.0,-100.0
6.24,0,1,0.0,1.5708,17.452,190.17,0.0,-100.0
6.26,0,1,0.0,1.5708,17.48,190.52,0.0,-100.0
6.28,0,1,0.0,1.5708,17.508,190.87,0.0,-100.0
6.3,0,1,0.0,1.5708,17.536,191.22,0.0,-100.0
6.32,0,1,0.0,1.5708,17.564,191.57,0.0,-100.0
6.34,0,1,0.0,1.5708,17.592,191.93,0.0,-100.0
6.36,0,1,0.0,1.5708,17.62,192.28,0.0,-100.0
6.38,0,1,0.0,1.5708,17.648,192.63,0.0,-100.0
6.4,0,1,0.0,1.5708,17.676,192.98,0.0,-100.0
6.42,0,1,0.0,1.5708,17.704,193.34,0.0,-100.0
6.44,0,1,0.0,1.5708,17.732,193.69,0.0,-100.0
6.46,0,1,0.0,1.5708,17.76,194.05,0.0,-100.0
6.48,0,1,0.0,1.5708,17.788,194.4,0.0,-100.0
6.5,0,1,0.0,1.5708,17.816,194.76,0.0,-100.0
6.52,0,1,0.0,1.5708,17.844,195.12,0.0,-100.0
6.54,0,1,0.0,1.5708,17.872,195.48,0.0,-100.0
6.56,0,1,0.0,1.5708,17.9,195.83,0.0,-100.0
6.58,0,1,0.0,1.5708,17.928,196.19,0.0,-100.0
6.6,0,1,0.0,1.5708,17.956,196.55,0.0,-100.0
6.62,0,1,0.0,1.5708,17.984,196.91,0.0,-100.0
6.64,0,1,0.0,1.5708,18.012,197.27,0.0,-100.0
6.66,0,1,0.0,1.5708,18.04,197.63,0.0,-100.0
6.68,0,1,0.0,1.5708,18.068,197.99,0.0,-100.0
6.7,0,1,0.0,1.5708,18.096,198.35,0.0,-100.0
6.72,0,1,0.0,1.5708,18.124,198.72,0.0,-100.0
6.74,0,1,0.0,1.5708,18.152,199.08,0.0,-100.0
6.76,0,1,0.0,1.5708,18.18,199.44,0.0,-100.0
6.78,0,1,0.0,1.5708,18.208,199.81,0.0,-100.0
6.8,0,1,0.0,1.5708,18.236,200.17,0.0,-100.0
6.82,0,1,0.0,1.5708,18.264,200.54,0.0,-100.0
6.84,0,1,0.0,1.5708,18.292,200.9,0.0,-100.0
6.86,0,1,0.0,1.5708,18.32,201.27,0.0,-100.0
6.88,0,1,0.0,1.5708,18.348,201.64,0.0,-100.0
6.9,0,1,0.0,1.5708,18.376,202.0,0.0,-100.0
6.92,0,1,0.0,1.5708,18.404,202.37,0.0,-100.0
6.94,0,1,0.0,1.5708,18.432,202.74,0.0,-100.0
6.96,0,1,0.0,1.5708,18.46,203.11,0.0,-100.0
6.98,0,1,0.0,1.5708,18.488,203.48,0.0,-100.0
7.0,0,1,0.0,1.5708,18.516,203.85,0.0,-100.0
7.02,0,1,0.0,1.5708,18.544,204.22,0.0,-100.0
7.04,0,1,0.0,1.5708,18.572,204.59,0.0,-100.0
7.06,0,1,0.0,1.5708,18.6,204.97,0.0,-100.0
7.08,0,1,0.0,1.5708,18.628,205.34,0.0,-100.0
7.1,0,1,0.0,1.5708,18.656,205.71,0.0,-100.0
7.12,0,1,0.0,1.5708,18.684,206.08,0.0,-100.0
7.14,0,1,0.0,1.5708,18.712,206.46,0.0,-100.0
7.16,0,1,0.0,1.5708,18.74,206.83,0.0,-100.0
7.18,0,1,0.0,1.5708,18.768,207.21,0.0,-100.0
7.2,0,1,0.0,1.5708,18.796,207.58,0.0,-100.0
7.22,0,1,0.0,1.5708,18.824,207.96,0.0,-100.0
7.24,0,1,0.0,1.5708,18.852,208.34,0.0,-100.0
7.26,0,1,0.0,1.5708,18.88,208.72,0.0,-100.0
7.28,0,1,0.0,1.5708,18.908,209.09,0.0,-100.0
7.3,0,1,0.0,1.5708,18.936,209.47,0.0,-100.0
7.32,0,1,0.0,1.5708,18.964,209.85,0.0,-100.0
7.34,0,1,0.0,1.5708,18.992,210.23,0.0,-100.0
7.36,0,1,0.0,1.5708,19.02,210.61,0.0,-100.0
7.38,0,1,0.0,1.5708,19.048,210.99,0.0,-100.0
7.4,0,1,0.0,1.5708,19.076,211.37,0.0,-100.0
7.42,0,1,0.0,1.5708,19.104,211.76,0.0,-100.0
7.44,0,1,0.0,1.5708,19.132,212.14,0.0,-100.0
7.46,0,1,0.0,1.5708,19.16,212.52,0.0,-100.0
7.48,0,1,0.0,1.5708,19.188,212.91,0.0,-100.0
7.5,0,1,0.0,1.5708,19.216,213.29,0.0,-100.0
7.52,0,1,0.0,1.5708,19.244,213.68,0.0,-100.0
7.54,0,1,0.0,1.5708,19.272,214.06,0.0,-100.0
7.56,0,1,0.0,1.5708,19.3,214.45,0.0,-100.0
7.58,0,1,0.0,1.5708,19.328,214.83,0.0,-100.0
7.6,0,1,0.0,1.5708,19.356,215.22,0.0,-100.0
7.62,0,1,0.0,1.5708,19.384,215.61,0.0,-100.0
7.64,0,1,0.0,1.5708,19.412,216.0,0.0,-100.0
7.66,0,1,0.0,1.5708,19.44,216.39,0.0,-100.0
7.68,0,1,0.0,1.5708,19.468,216.77,0.0,-100.0
7.7,0,1,0.0,1.5708,19.496,217.16,0.0,-100.0
7.72,0,1,0.0,1.5708,19.524,217.56,0.0,-100.0
7.74,0,1,0.0,1.5708,19.552,217.95,0.0,-100.0
7.76,0,1,0.0,1.5708,19.58,218.34,0.0,-100.0
7.78,0,1,0.0,1.5708,19.608,218.73,0.0,-100.0
7.8,0,1,0.0,1.5708,19.636,219.12,0.0,-100.0
7.82,0,1,0.0,1.5708,19.664,219.52,0.0,-100.0
7.84,0,1,0.0,1.5708,19.692,219.91,0.0,-100.0
7.86,0,1,0.0,1.5708,19.72,220.3,0.0,-100.0
7.88,0,1,0.0,1.5708,19.748,220.7,0.0,-100.0
7.9,0,1,0.0,1.5708,19.776,221.09,0.0,-100.0
7.92,0,1,0.0,1.5708,19.804,221.49,0.0,-100.0
7.94,0,1,0.0,1.5708,19.832,221.89,0.0,-100.0
7.96,0,1,0.0,1.5708,19.86,222.28,0.0,-100.0
7.98,0,1,0.0,1.5708,19.888,222.68,0.0,-100.0
8.0,0,1,0.0,1.5708,19.916,223.08,0.0,-100.0
8.02,0,1,0.0,1.5708,19.944,223.48,0.0,-100.0
8.04,0,1,0.0,1.5708,19.972,223.88,0.0,-100.0
8.06,0,1,0.0,1.5708,20.0,224.28,0.0,-100.0
8.08,0,1,0.0,1.5708,20.028,224.68,0.0,-100.0
8.1,0,1,0.0,1.5708,20.056,225.08,0.0,-100.0
8.12,0,1,0.0,1.5708,20.084,225.48,0.0,-100.0
8.14,0,1,0.0,1.5708,20.112,225.88,0.0,-100.0
8.16,0,1,0.0,1.5708,20.14,226.29,0.0,-100.0
8.18,0,1,0.0,1.5708,20.168,226.69,0.0,-100.0
